,abacavir,abirateron,acetaminop,acetazolam,acetic,adefovir,adenosine,albuterol,alclometas,aliskiren,aluminum,amantadine,ambrisenta,amifostine,amikacin,amino,aminocapro,amiodarone,amitriptyl,amoxapine,amoxicilli,amphetamin,ampicillin,anagrelide,argatroban,aspirin,atropine,azacitidin,azithromyc,bacteriost,belladonna,benzonatat,betamethas,bivalirudi,bleomycin,bosentan,bromphenir,budesonide,bumetanide,bupivacain,busulfan,butenafine,calcipotri,calcitonin,calcium,capecitabi,captopril,carbamazep,cardene,caspofungi,cefazolin,cefdinir,cefixime,cefotaxime,cefotetan,cefoxitin,ceftazidim,cefuroxime,cetirizine,chloramphe,chlordiaze,chloroproc,chlorothia,ciprofloxa,cisatracur,cisplatin,cladribine,clindamyci,clobazam,clobetasol,clomiprami,clonazepam,clonidine,clozapine,codeine,colestipol,collagenas,conjugated,cortisone,cyclopento,cysteamine,cysteine,cytarabine,cytotec,dacarbazin,daptomycin,darifenaci,daunorubic,deferasiro,desipramin,desmopress,desogestre,dexamethas,dexmedetom,dextroamph,dextrose,diazepam,diclofenac,didanosine,diflorason,diflunisal,diflupredn,digoxin,diltiazem,disopyrami,disulfiram,dobutamine,dofetilide,dopamine,dorzolamid,doxepin,doxercalci,doxycyclin,echothioph,edetate,efavirenz,enalaprila,epinephrin,epoprosten,eptifibati,ergotamine,ertapenem,erythromyc,esomeprazo,ethambutol,ethinyl,etodolac,etomidate,etoposide,famotidine,febuxostat,fentanyl,finasterid,floxuridin,fluconazol,fludarabin,fludrocort,flumazenil,fluocinoni,fluorescei,fluorometh,fluoxetine,flurazepam,fluvoxamin,fosamprena,fosphenyto,furosemide,gatifloxac,gentamicin,glipizide,glucagon,glyburide,glycopyrro,granisetro,guanfacine,haloperido,heparin,hydralazin,hydrochlor,hydrocodon,hydrocorti,hydromorph,hydroxocob,hydroxychl,hydroxypro,hydroxypro,hydroxyzin,hyoscyamin,ibuprofen,idarubicin,ifosfamide,imipenem,imipramine,indomethac,insulin,interferon,isoniazid,itraconazo,ketamine,ketoprofen,ketorolac,lactulose,lamivudine,lamivudine,lanoxin,leucovorin,leuprolide,levoleucov,lidocaine,lindane,linezolid,liothyroni,lisinopril,lithium,lorazepam,loxapine,mannitol,meclizine,medroxypro,megestrol,meloxicam,memantine,mepivacain,mesalamine,metaxalone,metformin,methadone,methamphet,methimazol,methocarba,methotrexa,methyldopa,methylphen,methylpred,metoclopra,metoprolol,metronidaz,midazolam,mirtazapin,misoprosto,mitoxantro,mometasone,montelukas,morphine,moxifloxac,multi-vita,mycophenol,nafcillin,nalbuphine,naratripta,nateglinid,nebivolol,nedocromil,nefazodone,neomycin,nevirapine,nizatidine,norepineph,norethindr,nystatin,octreotide,olanzapine,olopatadin,omeprazole,ondansetro,oxaliplati,oxaprozin,oxcarbazep,oxybutynin,oxytocin,paclitaxel,paliperido,pantoprazo,peginterfe,pentamidin,pentostati,pentoxifyl,phenobarbi,physostigm,pindolol,pioglitazo,piroxicam,polymyxin,potassium,pramipexol,prednicarb,prednisolo,pregabalin,procainami,procardia,promethazi,propafenon,propofol,protamine,quinapril,ranolazine,remifentan,repaglinid,rifampin,risedronat,risperidon,ritonavir,rocuronium,ropivacain,rosuvastat,saquinavir,scopolamin,selenium,sertraline,sildenafil,silodosin,simvastati,sodium,somatropin,spironolac,stavudine,succimer,sucralfate,sufentanil,sulfacetam,sulfasalaz,sumatripta,synercid,tacrolimus,talwin,telmisarta,temozolomi,testostero,thallous,thiothixen,timolol,tizanidine,tobramycin,topotecan,trandolapr,tranexamic,triamcinol,triamteren,trimethobe,valproate,valproic,vancomycin,vareniclin,vecuronium,verapamil,vibramycin,vincristin,vinorelbin,vitamin,voriconazo,zafirlukas,zinc,zolmitript,zolpidem
9/30/04,,,1831106,46832,15953,,0,4344802,35,,9849,106602,,,4494,13324,769,225694,1317639,5154,2436753,133167,75182,,0,1651302,25224,,651,9259,347,110433,118815,,430,,336,18,211684,82,,,,0,245271,,152400,607862,,,7095,,,98,,325,,105472,976,29,90957,0,5198,1254654,,816,0,321843,,115294,57194,1931776,1295380,643532,265668,,16485,30,3924,4953,,0,352,5182,574,,,0,,35620,40055,3640,83432,,138382,29431,955856,232138,,13106,18279,,510787,928239,,0,1098,,0,,242221,,433950,,,,28,1658,,,23,,307247,,8902,,126231,,2076,858420,,1141,,34,161319,70,64934,,191090,0,20446,1709308,58661,154051,,,4952058,,158101,1475482,38520,1248449,4013,,138856,519522,126563,169372,2468935,9005667,624651,93224,156,107610,36,36,1216049,183340,2938927,0,30,,204565,147880,11496,14,61862,0,170,35764,66215,202500,,,533597,14318,64,,175983,100498,,13,3604566,494298,2128119,34480,515,579610,153643,314083,,,,,35330,2579657,131378,347,56023,259420,185339,66475,280330,292404,1039613,1895491,538446,2524,1035053,31760,,53355,,327152,,18317,,1540,1616,,,,,25996,117888,,52750,38,27127,1030499,,1424,,568833,,,51797,,301937,16,3421,,,,32,,117356,505567,0,12439,,94284,35317,2276899,,,351724,,,,1359479,49076,22,0,,,,,25754,,,,,,,,83,59476,,,,,308399,,762541,,0,139597,0,77312,39746,,195,,1183,,,6397,,83097,239624,288568,80720,,,,736925,779389,2527,76,229981,58873,,0,653298,1211,968,298,189014,,,59137,,
12/31/04,,,1971723,49888,15688,,0,8812150,1978,,10314,143695,,,5262,6624,974,246926,1406733,5727,4014888,153346,93246,0,,1880905,27582,,893,9685,329,196424,119777,,407,,496,105,211684,219,,,,,262467,,152400,655763,,,8177,,,39,,320,,141629,1051,41,90957,,5198,1340323,,1198,0,353151,,121694,57194,7900585,1437833,1229785,306329,,21738,30,4106,5216,,0,553,7741,531,,,0,,37986,42324,3216,97770,,156108,36440,1283324,232138,98,13612,19922,,471940,928239,,0,1324,,0,,242221,,525092,,,,11,4721,,,36,,646215,,9338,,158620,,2076,963572,,1113,,35,526497,142,70726,,200443,,21992,4859974,58661,228897,,,6694680,,174241,1475482,39283,1248449,4394,,138856,519522,144740,196223,2654921,9456693,640123,108869,154,107610,0,0,1275410,201921,3577548,,24,,214297,159028,4661,24,67649,,234,35764,72626,225447,,,383449,15401,92,,193525,89315,,0,6573412,541590,2362293,34480,484,610434,209588,314083,,,,950,19070,4334163,143803,488,61703,283960,201043,66475,335160,324391,1123359,2146705,573534,3263,1148582,36123,,49851,,374300,,22183,,1239,1625,,,,,25996,101741,,52750,0,29745,1129680,,1437,,652827,,,73151,,334074,35,3665,,,,0,,117356,532983,,12439,,94284,45813,2434758,,,630306,,,,1856041,49076,72,11,652,,,,28927,,,,,,,,62,69831,,,,,362528,,818844,,0,153789,0,87704,42519,,168,,1314,,,7761,,83097,239624,288568,94550,,,,762090,779389,3987,16,253953,71022,,0,653298,964,1133,233,222673,,,64901,,
3/31/05,,,1876188,46768,14656,,0,8062352,3749,,9331,271625,,,4395,5544,1008,240650,2843831,5204,5042021,161231,96736,0,0,1848049,26803,,1183,9063,355,264021,114622,,288,,438,13,211684,247,,,,,243322,,152400,625358,,,8070,,,123,,324,,178910,942,24,90957,0,5198,796608,,642,0,353151,,118166,57194,4157280,3923120,726008,319223,,21738,30,3874,4969,,0,549,7209,650,,,0,,34255,40132,2488,102381,,167301,33505,1051112,232138,98,13595,21578,,476480,928239,,0,843,,0,,242221,,576158,,,,0,1809,,,36,,1769069,,8937,,158620,,2076,2300152,,112081,,13,2248779,71,69162,,192963,,19635,2313152,58661,228897,,,5088407,,199334,1475482,38993,1248449,13483,,138856,543474,119647,200862,2594540,8206094,626578,111147,152,307380,17,17,1251546,211350,7704050,,36,,202482,159028,1750,0,62097,1387,179,47253,73203,246962,,,343980,14943,123,,198464,69278,,0,5835536,545426,2284842,34480,391,586074,209588,314083,,,,1670,9868,3787598,143100,565,60027,276660,198103,66475,329961,354679,1098530,2170708,553904,2601,2150692,36123,,74150,,368811,,22674,,1307,1689,,,,,25996,105780,,52750,30,29181,1081295,,1124,,1698222,,,79622,,322871,14,3488,,,,0,,117356,508186,0,12439,,94284,63764,2378325,,,864349,,,,2251003,49076,35,0,652,,,,28086,,,,,,,,39,65369,,,,,350014,,1502287,,0,147664,0,109497,42519,,165,,1137,,,8546,,83097,239624,288568,114539,,,,740686,759140,5058,0,237149,70092,,,653298,1032,1076,316,180980,,,57355,,
6/30/05,,,1834319,48192,16773,,,5637685,5365,,11140,140302,,,4611,5223,1195,243277,1361424,5250,4182683,162391,98086,947,0,1943059,27978,,838,10315,406,194264,127769,,217,,195,36,218823,223,,,,,163595,,152400,638671,,,9095,,,165,,167,,143972,1134,46,86789,,5266,860949,,702,0,375302,,127397,60503,2175129,1457733,716849,327002,,21738,30,3924,5564,,,543,6819,524,,,0,,34321,39159,2127,86972,,172710,33300,1060023,373421,98,13956,22734,,504238,965280,,0,1080,,0,,246029,,518500,,,,12,1348,,,36,,1769069,,10253,,193135,,1653,868106,,389381,,47,565679,118,71947,,207419,,17775,1821225,57506,161613,,,5245035,,205257,1635537,38993,1473581,29131,,155325,556749,124675,217917,2730401,9637847,721795,121544,167,115980,52,52,1328439,200240,3587859,,42,,199563,173761,950,0,66796,6845,259,48938,71596,263915,,,305860,15428,156,,208031,57724,,0,4279500,584110,2376351,35065,398,599222,274347,314083,,,,2215,9868,3215469,151109,395,63132,288185,207000,66513,325554,357359,1113847,2278994,567694,2199,1292475,41958,,156643,,387018,,23202,,1270,2288,,,,,25996,110090,,52750,24,29398,1106961,24,1281,,545704,,,79622,,337449,0,3245,,,,11,,117356,510638,0,13017,,141640,64886,2447017,,,818605,,,,1717288,49076,44,0,652,,,,30850,,,,,,,,52,67963,,,,,360588,,806493,,0,148974,0,112572,44253,,165,,1459,,,9453,,82670,235510,327024,117873,,,,836167,746947,5738,13,240185,70620,,,657865,1740,1455,405,156866,,,60691,,
9/30/05,,,1640986,49360,19816,,0,5113064,5266,,10716,115582,,,4834,5740,1199,249308,1325575,5139,3437428,155268,96890,3285,0,1896689,29489,,588,14851,442,134994,126387,,319,,1178,74,219838,181,,,,,159077,,152400,655128,,,8734,,,105,,337,,102084,736,0,88960,0,5072,915967,,1063,0,396404,,129098,61375,2213476,1470134,748950,378655,,21592,30,3984,5912,,,563,6411,661,,,0,,33371,90724,730,80113,,164650,36002,1038851,381187,98,12867,23009,,416921,962755,,0,879,,0,,234300,,499159,,,,0,1392,,,36,,321621,,10498,,183445,,1868,868421,,403196,,24,574670,170,76188,0,207516,,17526,1819772,37730,160244,,,5347996,,178488,1689859,49622,1481642,36454,,153424,584331,122954,234976,2795344,6797105,725131,132874,220,122075,38,38,1300085,189149,3499335,0,36,,194170,169720,1853,28,68128,8235,350,47973,75983,273009,,,270559,16314,127,,208299,69682,,0,4459670,572943,2456067,36324,613,599482,293218,314083,,,,2448,5235,3298112,156096,0,66789,277858,208918,65712,309799,325188,1113745,2317681,587866,3036,1321106,44090,,187520,,414248,,22002,,997,2948,,,,,25996,110020,,52750,30,30095,1118321,258,1565,,468002,52,,79622,,348771,0,3849,,,,0,,117356,513036,0,13148,,132292,33311,2524060,,,642200,,,,1375589,49076,45,0,652,,,,33546,,,,,,,,51,69268,,,,,372374,,838348,,0,151158,,87488,44565,,123,,1853,,,10370,,83774,241661,320684,97643,,,,853511,727867,6320,74,253586,70517,,,635668,1544,1599,501,182753,,,65877,,
12/31/05,,,1643711,48093,18662,,0,7247848,14211,,7319,139401,,,4919,4976,1215,249308,1863924,4808,6259182,173374,96890,4329,,1878596,29639,,398386,17675,479,198223,124685,,374,,8813,254,219838,138,,,,,159077,,152400,652091,,,8734,,,154,,298,,122027,561,0,84824,0,4787,915967,,955,16,412396,,128582,60952,2248836,1509857,690706,364156,,21592,30,3855,5799,,,545,5883,560,,,0,,32698,158413,74,80113,,171341,36002,1051135,390229,98,12965,22765,,412998,962755,,0,879,,0,,232856,,565316,,,,11,4699,,,36,,321621,,10461,,179261,,2319,868421,,376572,,34,1053465,42,75700,,208227,,17281,5201365,54850,154801,,,7039294,,913795,1706231,144019,1467533,42125,,157590,2211916,122954,246650,2744084,7802359,2702802,132874,176,122461,0,0,3793974,199165,4608224,0,16,,190997,165807,1087,0,69360,8350,653,48504,75983,251514,,,270559,16435,200,,208299,58697,,11,4552126,590080,5720419,36797,554,1759915,293218,314083,,,,2384,3307,6648207,152529,,67585,275562,210165,63721,333847,768963,1113745,6033160,577648,3180,2838679,45521,,181594,,1140055,,24867,,1176,3212,,,,,25996,91652,,52750,22,29437,1120973,588,877,,514222,,,79622,,358951,0,3849,,,,26,,117356,502352,,12365,,141686,43795,2524060,,,1046322,,,,5053739,49076,162,0,652,,,,33546,,,,,,,,69,67200,,,,,372374,,827909,,0,155108,0,85531,45919,,145,,1321,,,10648,,83050,238178,314437,97643,,,,825714,689689,8038,149,257798,70599,,0,632095,985,1597,420,174014,,,66818,,
3/31/06,,,767754,21328,6319,,0,6302808,14713,,4346,78963,,,4919,2455,782,78175,682136,1581,4843824,199930,96890,918,,1547854,16185,,1304351,5952,138,171753,75820,,182,,24375,167,64715,535,,,,,508616,,99123,330411,406,,8734,,,110,,484,,291278,394,0,58710,0,2038,1153152,,955,0,294705,,62015,26325,1849795,923266,273678,207662,,1768,30,1356,1893,,,413,2418,235,,,0,,15631,88921,760,80113,,93823,36002,841907,189131,98,5654,12135,,138195,303584,1676,,879,,0,,108975,,373065,,,,12,4699,,,36,,330112,,5465,,91105,,2319,1875882,,116687,,0,1152051,36,31132,,102441,,6464,1318609,44235,75934,,,2583401,,436985,656875,25494,562910,33688,,130902,275391,97032,87597,1201283,4053115,539606,132874,143,58135,35,35,1330804,154844,4550995,0,28,,113860,81629,11,0,48023,4623,502,25485,223187,103811,,,66429,16435,90,,481523,58697,,12,2495891,331822,2928252,16716,467,921027,232725,103599,,,,680,0,2871728,99990,,31058,463845,103312,34844,266364,199079,1113745,1297493,411815,3798,1233867,18870,,128140,,1140055,,24635,,1176,1973,,,,,13938,129679,,47736,26,10164,837627,399,205,,147647,,,43691,,142308,0,2594,,,,36,,61641,456560,0,3983,,69698,52586,1990926,,,870418,,688,2369,2758295,30040,109,0,101270,,,,33546,,,,,,,,17,41349,,,,,372374,,325313,,,61892,0,88677,15215,,21,,539,,,4628,,34031,68015,186748,97643,,,,497807,1092187,4006,152,130055,70599,,0,233872,639,1597,420,166757,,,47448,,
6/30/06,,,822828,18214,6319,,0,5467359,16783,,3269,40712,,,2555,2599,986,46156,1195373,1197,6458501,185854,96890,568,,1646268,15683,,5293289,9895,116,140688,75820,,255,,24375,217,39818,107,,,,,170287,,99123,515919,186,,8734,,,110,,212,,62414,385,0,68598,0,1759,1681807,,955,18,985318,,60612,23102,2424265,896077,215767,153284,,1252,30,1032,2355,,,458,1500,482,,,38,,13499,619113,97,80113,,117053,36002,895620,853709,98,4826,11996,,101907,194907,870,,460,,0,,94714,,373065,,,,0,2011,,,36,,317303,,5283,,91105,0,1554,2130700,,85436,0,0,2760338,55,65130,0,94007,,6200,7291062,43070,67322,,,2958905,,376587,1999372,25494,562910,38869,,137623,1462193,97032,87597,1940042,5318073,3276585,73486,218,52051,55,55,4369701,154844,5409186,0,45,,113860,72821,0,0,49044,4623,1459,23191,223187,87612,,,27506,9518,174,,481523,58697,,0,2031415,321351,2219602,13946,409,458173,232725,103599,,,,640,0,7335748,94304,,27557,149685,103312,33724,263592,532080,828690,1266292,1396626,4655,1233867,15676,0,128140,,997017,,24629,,857,2283,,,,,11081,434044,,44265,26,9773,3989626,347,40,,2134724,,,38129,,115647,0,2594,,,,40,,40745,506134,0,2453,,63293,63330,3379417,,,1729290,,329,1160,2429065,24384,53,11,85479,,,,33546,,,,,,,,0,40807,,,,0,372374,,1971429,,0,48544,0,90572,13039,,25,,445,,,4343,,27930,40239,186748,97643,,,,2971592,275596,4006,0,307691,42987,,,488293,1292,1542,420,397681,,,61674,,
9/30/06,,,822828,18214,6319,,0,5467359,16783,,3269,40712,,,2555,2599,986,46156,1195373,1197,6458501,185854,96890,568,,1646268,15683,,12273906,6995,116,140688,75820,,249,,21161,87,39818,387,,,,,170287,,99123,515919,140,,8734,,,76,,151,,62414,242,0,68598,,1759,1681807,,644,,985318,,60612,23102,2424265,896077,215767,153284,0,1455,30,1032,2355,,,458,1500,357,,,0,,13499,619113,,80113,,117053,36002,895620,853709,98,4826,11996,,101907,194907,870,,261,,0,,94714,,373065,,,,0,2011,,,36,,317303,,5283,,91105,,1554,2130700,,85436,0,13,2760338,50,65130,0,94007,,6200,7291062,43070,67322,,,2958905,,376587,1999372,25494,562910,38869,,137623,1462193,97032,87597,1940042,5318073,3276585,73486,120,52051,21,21,4369701,154844,5409186,,49,,113860,72821,15,0,49044,4623,28,23191,223187,87612,,,27506,9518,174,,481523,58697,,0,2031415,321351,2219602,13946,438,458173,232725,103599,506,,,640,0,7335748,94304,,27557,149685,103312,33724,263592,532080,828690,1266292,1396626,4655,1233867,15676,0,128140,,997017,,25174,,857,1856,,,,,11081,434044,,44265,30,9773,3989626,347,15,,2134724,,,38129,,115647,0,2827,,,,39,,40745,506134,0,2453,,63293,35068,3379417,,,1729290,,228,1160,2429065,24384,34,15,85479,,,,33546,,,,,,,,0,40807,6278817,,,6919822,372374,,1971429,,,48544,0,90572,13039,,0,0,513,,,4343,,27930,40239,186748,97643,,,,2971592,275596,4006,0,307691,42987,,,488293,1292,1715,334,397681,,,61674,,
12/31/06,,,808278,16532,6114,,14,4697585,11940,,1928,42106,,,1867,2765,1045,46156,634406,945,8983351,182285,50970,670,,1521740,13264,,4832877,8777,114,172286,67592,,160,,30034,82,36093,28,,,,,506607,,62772,272669,117,,4534,,,40,,121,,60276,174,0,61079,0,1480,1681807,,633,,985318,,304731,21988,2064288,1883723,220506,153284,54,1278,30,798,1841,,,485,1318,202,,,0,,12076,124641,,91486,,107221,14414,887882,159290,98,4826,10638,,88910,166539,776,,311,,0,,1086131,,1145194,,,,0,7583,,,36,,790674,,5076,,277548,,1131,295954,,71699,14575,54,499669,40,24039,0,94007,,6200,3534848,42095,67322,,,1042674,,376587,468133,25494,1360867,39987,,136626,727707,68984,62180,1784860,5043880,1570485,73329,186,48867,25,25,1342801,154844,3222995,,44,,148739,59025,30,0,47983,4807,45,22362,49592,81773,,,17893,9738,62,,459575,58697,,,3508231,307268,2188401,13093,342,273341,806391,52237,1436865,,,523,0,1278613,151743,,25905,144116,86772,28319,235899,561123,1880388,2219220,398722,3349,1233867,14423,0,753801,,195706,,25307,,1019,2227,,,,,9553,255414,,32390,26,9167,2188599,482,0,,413021,160048,,34287,,238862,0,1756,,,,56,,35470,487891,,2512,,58025,42353,1331388,,400,862365,,255,907,3725604,19488,82,0,48374,,,,17464,,,,,,,,0,34353,626605,,,276246,372374,,1221048,,,48544,,122642,11478,,34,,365,,,4225,,25918,504934,223253,69440,,,,2890160,275596,4450,139,307691,37336,,,690203,674,1531,228,192813,,,49016,,
3/31/07,,,1287600,16741,6855,,0,3172038,14061,,3162,60189,,,2020,2697,1029,39254,564714,973,4598622,154610,50164,727,,1672526,12392,,2958837,10416,147,201592,52208,,146,,20240,0,35992,122,,,,0,133933,,59238,264097,94,,4010,,,50,,250,14,68312,230,0,58980,,1438,479063,,985,0,296056,,55074,21712,2051273,906123,218565,79948,308,4220,30,792,3648,,,521,1167,350,,,0,,12038,160339,262,61355,,144699,16416,897469,160045,98,4032,10763,,86884,171517,763,,308,,0,,87209,,342154,,,,0,3687,,,36,,251459,,5002,,74947,,1203,293847,,97467,16209,26,445246,77,23936,,77828,,5240,909256,42041,60939,,,1018216,,126685,458957,22251,395883,36580,,143576,241974,65082,65719,984650,3724528,496348,76541,205,48334,12,12,688942,110425,2976903,0,40,,95754,59388,232,,45146,4388,16,20520,46459,90353,,,15238,9721,97,,116050,32164,,,1508020,317063,2191597,13555,407,164884,249411,50842,135151,,,911,31,1247991,170043,,25497,153316,86040,28679,232444,200052,438996,812053,415880,1602,400353,14637,0,128566,,178373,,27913,,958,1918,,,,,9335,62159,,29315,26,22363,750431,756,0,,123683,45151,,31381,,157033,0,2378,,,,0,,34546,436287,,2557,,58462,62269,497215,,2419,891537,,211,850,1371557,19492,56,0,46094,,,,16710,,,,,,,,14,34685,718237,,,539852,239522,,244194,,,48179,,78630,15294,,31,,297,,,4249,,25817,33342,154616,92421,,999,,454838,173975,5854,61,112580,35241,,,163407,536,1110,359,152112,,,40593,,
12/31/07,,,1218830,15369,6643,,38,2437597,13825,,2948,35005,,,2158,3183,1057,36533,499745,864,3640171,143824,40543,743,,1657624,12284,,2418441,6581,87,154788,47575,,374,,7051,48,31034,15,,,,,143877,,48060,239139,47,,4179,425575,,247,,211,654,53803,226,0,47827,,1049,454491,,2290,26,308468,,56387,19807,2037569,887785,199609,93816,2439,5668,54,589,3695,,,511,526,485,,,0,,11014,155040,0,74303,,140625,14914,854316,149490,98,3863,9692,,77083,141287,577,,519,,13,,74230,,320332,,,,13,8687,,,36,,207985,,4904,,61196,,1970,266063,,83611,19153,0,428325,312,23622,,77887,,5357,851491,39501,54302,,0,904820,,91513,411640,24533,359610,38778,,142687,233689,65083,61999,928951,3612191,486217,82945,256,47774,112,112,672049,90651,2698625,0,154,,87500,57774,78,0,46157,3692,24,15659,49396,82938,,,10148,12210,110,,116181,23713,,,1459278,306652,2138204,11530,883,152845,244677,47284,164679,,,992,0,1229401,168592,,26094,143747,79945,24972,210180,194587,409218,1014846,431957,2080,364824,14193,0,127745,,178460,,34565,,948,2395,,,,,7244,50058,,21559,,18965,713770,850,,,227063,102057,,24892,103983,160861,11,5056,,0,,,0,30000,395310,,2318,,46429,30916,435023,,2419,891565,,152,672,1060990,21104,12,0,33906,,,,17508,,,,,,,,0,31213,970788,0,,836141,237750,,222245,,,48323,,52272,14849,,43,0,525,,,5256,,22942,30914,133809,64294,,4767,0,440706,135924,3454,14,105535,35741,,0,138027,892,1331,523,196752,,,33187,,380724
3/31/08,,,1267581,16150,6660,,24,2681194,14766,,3001,65446,,,1926,3944,1145,37473,532504,861,4672896,150574,43430,723,,1700892,13447,,3119865,6453,30,240703,49890,,434,,8622,,31456,76,,,,,87564,,48574,247588,56,,6569,797779,,247,0,146,1101,79554,69662,0,52270,0,1155,503134,,3777,0,330072,,58239,20471,2154151,955519,200100,95016,2857,7399,14,677,3858,,,802,407,588,,,0,,10724,162054,,111146,,136282,16557,915005,154142,98,3769,9814,,78451,153957,569,,508,,0,,78158,,358572,,,,26,4639,,,36,,227439,,4343,,64208,0,3265,289405,,94029,20435,24,451449,268,25257,0,77539,,5744,916378,36870,55278,,0,945409,,116309,441044,24378,363678,41451,657,157692,250384,66539,72366,975610,3955855,511464,86787,264,49472,207,207,696646,98726,3047632,0,267,,91480,58198,65,0,41284,3664,62,16091,64185,88205,,,9285,14050,89,,122918,21074,,,1624308,320457,2238815,13211,2107,165530,289852,47850,180129,,,973,,1324925,182443,,28199,158767,90185,27859,229261,229431,435333,1098176,456464,4399,391708,15415,0,130037,,193127,,29445,,1184,5100,,,,,6759,54525,,25676,26,21643,751167,881,,,282636,158779,,25210,225571,170550,17,8869,,101394,,,0,30883,404106,,2361,,53059,44508,466186,,2419,938804,,75,561,1385717,21473,170,30,39031,,,,15927,,,,,,,,0,34386,1045452,0,,961105,253494,,238862,,,50890,0,71530,15031,,38,0,528,,,6184,,22513,30930,154640,88280,,5644,,472812,144232,3874,27,110362,39485,,,149175,695,2710,1070,237046,,,35123,,465124
6/30/08,,,1420142,18204,7980,,175,2442013,18296,,3282,41712,,128,3023,5128,1224,41971,565759,868,3856463,159304,47114,779,0,1860343,16491,,2281848,9610,117,189328,70675,,751,,5613,56,34894,308,,,91,,99286,,53373,263932,67,,10645,678285,,247,11,407,1624,81167,320024,0,58017,0,1299,544955,,6640,13,393223,,73120,22056,2274096,1018228,220434,94064,3469,10118,55,657,4420,,,1017,497,965,,,43,,11843,171249,,131010,,134425,21423,952620,174581,98,3811,10207,,125900,166990,676,,983,,52,,82588,,371663,,,,15,2916,,,36,,245263,,4761,,66522,0,5115,343194,,125621,21816,23,506148,593,27564,0,94205,,7342,999279,38197,59063,,33,1036541,,126743,490945,23986,391432,46498,3575,172849,281867,83081,84019,1090235,4405585,662355,104219,319,54542,207,207,722520,83997,3056583,0,286,,94448,65861,0,,46245,4051,118,18694,89722,91425,,,32124,18300,117,,142299,16064,,,1820743,341203,2414691,14370,2107,192117,350287,56031,207646,,,1225,,1488904,198937,,32092,170413,99424,31035,245145,259623,464226,1223365,525859,9379,406991,17905,0,154686,,220481,,24733,,929,9729,,,,,6815,71242,,35908,32,25005,825689,996,,,411260,205523,,26810,261258,182778,203,11648,,143858,,0,0,33247,425772,0,2603,,57524,48407,512152,,2419,743394,,18,665,1104808,24564,1155,48,40012,,,,17882,,,,,,,,13,41980,1117631,12,,1111432,303538,,264640,,,57917,48,78215,16887,,12,0,680,,,7262,,24735,34878,164420,99603,,5199,,600811,161752,3285,11,119203,45796,,52,157693,1735,4899,1695,320315,,,40338,,549680
9/30/08,,,1179354,16672,6508,,194,1944458,14584,,3180,33075,,271,2514,4994,1118,39146,527996,775,2687654,140273,38818,727,0,1754986,16176,,1532702,6066,233,124434,58809,,938,,4362,25,34128,1049,,,612,,96652,,46320,249062,39,,13705,461987,,247,17,530,1639,60484,470323,11,50247,0,1106,497408,,7725,83,363406,,69593,20579,2221886,971664,192777,89918,3782,11547,25,594,4202,,,1332,584,942,,,35,,10736,156733,,134110,,123382,19978,930697,167348,98,3533,9108,,144598,156767,604,,1565,,27,,77661,,336629,,,,27,4507,0,,36,,195778,,4526,,61176,60,6468,295185,,150091,22812,24,466874,784,27066,0,89016,0,6589,967676,35447,55997,,186,982046,,85872,435493,28530,361721,46363,4584,165604,255639,94021,78116,1017561,4167126,569682,112274,257,52922,207,207,720526,55091,2531895,0,209,,90198,59998,0,,42778,3823,261,15257,110228,90286,,,44762,18160,138,,144704,18215,,0,1762445,323010,2275399,14069,2107,192481,314131,52668,223381,,,1055,,1393163,198507,,29635,168555,93633,27960,210660,240303,428888,1139514,481365,21499,390570,16177,0,140224,,234130,,22389,,1186,9729,,,,,6686,72496,,22047,30,25777,750557,1139,,,524603,226143,,22949,254863,174773,327,13986,,142713,,0,0,30333,398695,0,2461,,53093,25134,457024,,2419,521073,,11,531,960980,22591,3940,69,38452,,,,16357,,599832,,,,,,0,35980,1055657,11,,1080027,277674,,250296,,,55782,48,44852,15287,,44,0,500,,,7982,,23191,31711,167752,58029,,5039,,533103,142426,3078,48,111651,45436,,254,144928,1451,5568,2009,304664,,,35324,,619989
